#Version: 1.0
#Fields: date time x-edge-location sc-bytes c-ip cs-method cs(Host) cs-uri-stem sc-status cs(Referer) cs(User-Agent) cs-uri-query cs(Cookie) x-edge-result-type x-edge-request-id x-host-header cs-protocol cs-bytes time-taken x-forwarded-for ssl-protocol ssl-cipher x-edge-response-result-type cs-protocol-version fle-status fle-encrypted-fields c-port time-to-first-byte x-edge-detailed-result-type sc-content-type sc-content-len sc-range-start sc-range-end
2026-09-11	12:00:00	SFO53-P10	1376	3.101.224.186	GET	d1e0qhrql1yoqo.cloudfront.net	/	200	-	synthetic-monitoring-agent/v0.65.0%20(linux%20amd64;%20+https://github.com/grafana/synthetic-monitoring-agent)	-	-	Hit	req2832824662	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/html	-	-	-
2026-09-11	12:10:00	SFO53-P10	1376	3.101.224.186	GET	d1e0qhrql1yoqo.cloudfront.net	/	200	-	synthetic-monitoring-agent/v0.65.0%20(linux%20amd64;%20+https://github.com/grafana/synthetic-monitoring-agent)	-	-	Hit	req2546122249	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/html	-	-	-
2026-09-11	13:00:00	SFO53-P10	1376	10.0.0.2	GET	d1e0qhrql1yoqo.cloudfront.net	/	200	-	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/15.6.1%20Safari/605.1.15	-	-	Hit	req41218302	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/html	-	-	-
2026-09-11	13:00:01	SFO53-P10	1376	10.0.0.2	GET	d1e0qhrql1yoqo.cloudfront.net	/_app/immutable/entry/start.js	200	-	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/15.6.1%20Safari/605.1.15	-	-	Hit	req1669226232	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/javascript	-	-	-
2026-09-11	13:00:01	SFO53-P10	1376	10.0.0.2	GET	d1e0qhrql1yoqo.cloudfront.net	/2026/09-07	200	-	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/605.1.15%20(KHTML,%20like%20Gecko)%20Version/15.6.1%20Safari/605.1.15	-	-	Hit	req2598425385	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/html	-	-	-
2026-09-11	14:00:00	SFO53-P10	1376	10.0.0.3	GET	d1e0qhrql1yoqo.cloudfront.net	/wp-login.php	200	-	Mozilla/5.0%20(Windows%20NT%2010.0;%20WOW64)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/20.0.1132.57%20Safari/537.36	-	-	Hit	req1831627048	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/html	-	-	-
2026-09-11	15:00:00	SFO53-P10	1376	10.0.0.4	GET	d1e0qhrql1yoqo.cloudfront.net	/	200	-	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/153.0.8010.12%20Safari/537.36	-	-	Hit	req2186328513	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/html	-	-	-
2026-09-11	15:00:01	SFO53-P10	1376	10.0.0.4	GET	d1e0qhrql1yoqo.cloudfront.net	/_app/immutable/entry/start.js	200	-	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20HeadlessChrome/153.0.8010.12%20Safari/537.36	-	-	Hit	req2047223222	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/javascript	-	-	-
2026-09-11	15:30:00	SFO53-P10	1376	10.0.0.4	GET	d1e0qhrql1yoqo.cloudfront.net	/_app/immutable/entry/start.js	200	-	Mozilla/5.0%20(Macintosh;%20Intel%20Mac%20OS%20X%2010_15_7)%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko)%20Chrome/152.0.0.0%20Safari/537.36	-	-	Hit	req2549524223	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Hit	HTTP/2.0	-	-	60057	0.011	Hit	text/javascript	-	-	-
2026-09-11	16:00:00	SFO53-P10	1376	10.0.0.9	GET	d1e0qhrql1yoqo.cloudfront.net	/robots.txt	404	-	Mozilla/5.0%20AppleWebKit/537.36%20(KHTML,%20like%20Gecko;%20compatible;%20ClaudeBot/1.0;%20+claudebot@anthropic.com)	-	-	Error	req698416661	pix.tacocat.com	https	170	0.012	-	TLSv1.3	TLS_AES_128_GCM_SHA256	Error	HTTP/2.0	-	-	60057	0.011	Error	text/html	-	-	-
